"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",1,"WEREDA 01","Woreda","District",NA,NA
2,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",2,"WEREDA 02","Woreda","District",NA,NA
3,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",3,"WEREDA 03","Woreda","District",NA,NA
4,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",4,"WEREDA 04","Woreda","District",NA,NA
5,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",5,"WEREDA 07","Woreda","District",NA,NA
6,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",6,"WEREDA 09","Woreda","District",NA,NA
7,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",7,"WEREDA 13","Woreda","District",NA,NA
8,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",8,"WEREDA 14","Woreda","District",NA,NA
9,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",9,"WEREDA 18","Woreda","District",NA,NA
10,74,"ETH","Ethiopia",1,"Addis Ababa",1,"Unknown",10,"WEREDA 22","Woreda","District",NA,NA
11,74,"ETH","Ethiopia",1,"Addis Ababa",2,"Zone 1",11,"WEREDA 05","Woreda","District",NA,"Woreda 5"
12,74,"ETH","Ethiopia",1,"Addis Ababa",2,"Zone 1",12,"WEREDA 06","Woreda","District",NA,"Woreda 6"
13,74,"ETH","Ethiopia",1,"Addis Ababa",3,"Zone 2",13,"WEREDA 20","Woreda","District",NA,"Woreda 20"
14,74,"ETH","Ethiopia",1,"Addis Ababa",3,"Zone 2",14,"WEREDA 21","Woreda","District",NA,"Woreda 21"
15,74,"ETH","Ethiopia",1,"Addis Ababa",3,"Zone 2",15,"WEREDA 23","Woreda","District",NA,"Woreda 23"
16,74,"ETH","Ethiopia",1,"Addis Ababa",3,"Zone 2",16,"WEREDA 24","Woreda","District",NA,"Woreda 24"
17,74,"ETH","Ethiopia",1,"Addis Ababa",4,"Zone 3",17,"WEREDA 17","Woreda","District",NA,"Woreda 17"
18,74,"ETH","Ethiopia",1,"Addis Ababa",4,"Zone 3",18,"WEREDA 19","Woreda","District",NA,"Woreda 19"
19,74,"ETH","Ethiopia",1,"Addis Ababa",4,"Zone 3",19,"WEREDA 28","Woreda","District",NA,"Woreda 28"
20,74,"ETH","Ethiopia",1,"Addis Ababa",5,"Zone 4",20,"WEREDA 11","Woreda","District",NA,"Woreda 11"
21,74,"ETH","Ethiopia",1,"Addis Ababa",5,"Zone 4",21,"WEREDA 12","Woreda","District",NA,"Woreda 12"
22,74,"ETH","Ethiopia",1,"Addis Ababa",5,"Zone 4",22,"WEREDA 15","Woreda","District",NA,"Woreda 15"
23,74,"ETH","Ethiopia",1,"Addis Ababa",5,"Zone 4",23,"WEREDA 16","Woreda","District",NA,"Woreda 16"
24,74,"ETH","Ethiopia",1,"Addis Ababa",6,"Zone 5",24,"WEREDA 08","Woreda","District",NA,"Woreda 8"
25,74,"ETH","Ethiopia",1,"Addis Ababa",6,"Zone 5",25,"WEREDA 10","Woreda","District",NA,"Woreda 10"
26,74,"ETH","Ethiopia",1,"Addis Ababa",6,"Zone 5",26,"WEREDA 25","Woreda","District",NA,"Woreda 25"
27,74,"ETH","Ethiopia",1,"Addis Ababa",7,"Zone 6",27,"WEREDA 26","Woreda","District",NA,"Woreda 26"
28,74,"ETH","Ethiopia",1,"Addis Ababa",7,"Zone 6",28,"WEREDA 27","Woreda","District",NA,"Woreda 27"
29,74,"ETH","Ethiopia",2,"Afar",8,"Zone 1",29,"Afambo","Woreda","District",NA,NA
30,74,"ETH","Ethiopia",2,"Afar",8,"Zone 1",30,"Aysaita","Woreda","District",NA,"Asayita"
31,74,"ETH","Ethiopia",2,"Afar",8,"Zone 1",31,"Chifra","Woreda","District",NA,NA
32,74,"ETH","Ethiopia",2,"Afar",8,"Zone 1",32,"Dubti","Woreda","District",NA,NA
33,74,"ETH","Ethiopia",2,"Afar",8,"Zone 1",33,"Elidar","Woreda","District",NA,NA
34,74,"ETH","Ethiopia",2,"Afar",8,"Zone 1",34,"Mille","Woreda","District",NA,"Mile"
35,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",35,"Abala","Woreda","District",NA,"Ab-Ala"
36,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",36,"Afdera","Woreda","District",NA,NA
37,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",37,"Berahle","Woreda","District",NA,"Berahile"
38,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",38,"Dallol","Woreda","District",NA,"Dalol"
39,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",39,"Erebti","Woreda","District",NA,"Erabti"
40,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",40,"Koneba","Woreda","District",NA,"Kuneba"
41,74,"ETH","Ethiopia",2,"Afar",9,"Zone 2",41,"Megale","Woreda","District",NA,NA
42,74,"ETH","Ethiopia",2,"Afar",10,"Zone 3",42,"Amibara","Woreda","District",NA,NA
43,74,"ETH","Ethiopia",2,"Afar",10,"Zone 3",43,"Argoba Special","Woreda","District",NA,"Argoba Sp. Woreda"
44,74,"ETH","Ethiopia",2,"Afar",10,"Zone 3",44,"Awash Fentale","Woreda","District",NA,NA
45,74,"ETH","Ethiopia",2,"Afar",10,"Zone 3",45,"Bure Mudaytu","Woreda","District",NA,"Bure Mudayitu|Bure Modayito"
46,74,"ETH","Ethiopia",2,"Afar",10,"Zone 3",46,"Dulecha","Woreda","District",NA,NA
47,74,"ETH","Ethiopia",2,"Afar",10,"Zone 3",47,"Gewane","Woreda","District",NA,NA
48,74,"ETH","Ethiopia",2,"Afar",11,"Zone 4",48,"Ewa","Woreda","District",NA,NA
49,74,"ETH","Ethiopia",2,"Afar",11,"Zone 4",49,"Gulina","Woreda","District",NA,"Golina"
50,74,"ETH","Ethiopia",2,"Afar",11,"Zone 4",50,"Habru","Woreda","District",NA,"Awura"
51,74,"ETH","Ethiopia",2,"Afar",11,"Zone 4",51,"Teru","Woreda","District",NA,NA
52,74,"ETH","Ethiopia",2,"Afar",11,"Zone 4",52,"Yalo","Woreda","District",NA,NA
53,74,"ETH","Ethiopia",2,"Afar",12,"Zone 5",53,"Artuma","Woreda","District",NA,NA
54,74,"ETH","Ethiopia",2,"Afar",12,"Zone 5",54,"Dewe","Woreda","District",NA,"Dawe"
55,74,"ETH","Ethiopia",2,"Afar",12,"Zone 5",55,"Fursi","Woreda","District",NA,"Furisa"
56,74,"ETH","Ethiopia",2,"Afar",12,"Zone 5",56,"Simurobi Gele'alo","Woreda","District",NA,"Semurobina Gela-alo"
57,74,"ETH","Ethiopia",2,"Afar",12,"Zone 5",57,"Telalak","Woreda","District",NA,NA
58,74,"ETH","Ethiopia",3,"Amhara",13,"Awi",58,"Ankesha","Woreda","District",NA,"Ankasha"
59,74,"ETH","Ethiopia",3,"Amhara",13,"Awi",59,"Banja","Woreda","District",NA,NA
60,74,"ETH","Ethiopia",3,"Amhara",13,"Awi",60,"Dangila","Woreda","District",NA,"Dangla"
61,74,"ETH","Ethiopia",3,"Amhara",13,"Awi",61,"Fagta Lakoma","Woreda","District",NA,"Faggeta Lekoma"
62,74,"ETH","Ethiopia",3,"Amhara",13,"Awi",62,"Guangua","Woreda","District",NA,NA
63,74,"ETH","Ethiopia",3,"Amhara",14,"Bar Dar Sp. Zone",63,"Bahir Dar","Woreda","District",NA,"Bahir Dar Town SP. Zone"
64,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",64,"Awabel","Woreda","District",NA,NA
65,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",65,"Baso Liben","Woreda","District",NA,NA
66,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",66,"Bibugn","Woreda","District",NA,NA
67,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",67,"Debay Telatgen","Woreda","District",NA,"Debay Telatgin"
68,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",68,"Debre Marqos","Woreda","District",NA,"Debre Markos Town"
69,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",69,"Dejen","Woreda","District",NA,NA
70,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",70,"Enarj Enawga","Woreda","District",NA,NA
71,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",71,"Enbise Sar Midir","Woreda","District",NA,"Enebse Sar Midir"
72,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",72,"Enemay","Woreda","District",NA,NA
73,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",73,"Goncha Siso Enese","Woreda","District",NA,NA
74,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",74,"Guzamn","Woreda","District",NA,"Gozamin"
75,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",75,"Hulet Ej Enese","Woreda","District",NA,"Hulet Ej Enesie"
76,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",76,"Machakel","Woreda","District",NA,"Mechakel"
77,74,"ETH","Ethiopia",3,"Amhara",15,"East Gojam",77,"Shebel Berenta","Woreda","District",NA,NA
78,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",78,"Addi Arkay","Woreda","District",NA,NA
79,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",79,"Alefa","Woreda","District",NA,NA
80,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",80,"Belesa","Woreda","District",NA,NA
81,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",81,"Beyeda","Woreda","District",NA,NA
82,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",82,"Chilga","Woreda","District",NA,NA
83,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",83,"Dabat","Woreda","District",NA,NA
84,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",84,"Debarq","Woreda","District",NA,"Debark"
85,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",85,"Dembia","Woreda","District",NA,"Dembiya"
86,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",86,"Gonder Zuria","Woreda","District",NA,"Gonder Zuriya"
87,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",87,"Gonder","Woreda","District",NA,"Gonder Town"
88,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",88,"Janamora","Woreda","District",NA,NA
89,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",89,"Lay Armacheho","Woreda","District",NA,"Lay Armachiho"
90,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",90,"Metema","Woreda","District",NA,NA
91,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",91,"Quara","Woreda","District",NA,NA
92,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",92,"Sanja","Woreda","District",NA,NA
93,74,"ETH","Ethiopia",3,"Amhara",16,"North Gonder",93,"Wegera","Woreda","District",NA,NA
94,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",94,"Angolela Tera","Woreda","District",NA,"Angolala Tera"
95,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",95,"Ankober","Woreda","District",NA,NA
96,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",96,"Antsokia Gemza","Woreda","District",NA,"Antsokiyana Gemza"
97,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",97,"Asagirt","Woreda","District",NA,NA
98,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",98,"Berehet","Woreda","District",NA,NA
99,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",99,"Debre Berhan Zuria","Woreda","District",NA,"Basona Worana|Baso & Werana"
100,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",100,"Debre Berhan","Woreda","District",NA,"Debre Berhan Town"
101,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",101,"Efratana Gidim","Woreda","District",NA,NA
102,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",102,"Gera Midirna Keya Gabriel","Woreda","District",NA,"Gera Keya"
103,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",103,"Gishe Rabel","Woreda","District",NA,"Gishie|Gishe"
104,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",104,"Hagere Mariamna Kesem","Woreda","District",NA,"Hagere Mariam"
105,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",105,"Kewet","Woreda","District",NA,NA
106,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",106,"Lay Betna Tach Bet","Woreda","District",NA,"Merhabete"
107,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",107,"Mama Midirna Lalo","Woreda","District",NA,"Lalo Midir|Mama Midir"
108,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",108,"Minjarna Shenkora","Woreda","District",NA,NA
109,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",109,"Mojana Wadera","Woreda","District",NA,NA
110,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",110,"Moretna Jiru","Woreda","District",NA,"Moret & Jiru"
111,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",111,"Siya Debirna Wayu & Ensaro","Woreda","District",NA,"Insarona Wayu"
112,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",112,"Tarmaber","Woreda","District",NA,"Tarma Ber"
113,74,"ETH","Ethiopia",3,"Amhara",17,"North Shewa (K3)",113,"Weremo Wajetuna Mida","Woreda","District",NA,"Midana weramo"
114,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",114,"Bugna","Woreda","District",NA,"Bugina|Buguna"
115,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",115,"Dawunt Delanta","Woreda","District",NA,"Dawntna Delanta"
116,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",116,"Gidan","Woreda","District",NA,NA
117,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",117,"Guba Lafto","Woreda","District",NA,NA
118,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",118,"Kobo","Woreda","District",NA,NA
119,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",119,"Meket","Woreda","District",NA,"Mekit"
120,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",120,"Tehuledere","Woreda","District",NA,"Habru"
121,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",121,"Wadla","Woreda","District",NA,NA
122,74,"ETH","Ethiopia",3,"Amhara",18,"North Wollo",122,"Weldiya","Woreda","District",NA,"Woldiya Town"
123,74,"ETH","Ethiopia",3,"Amhara",19,"Oromia Zone",123,"Artuma Fursina","Woreda","District",NA,"Artuma Fursi"
124,74,"ETH","Ethiopia",3,"Amhara",19,"Oromia Zone",124,"Bati","Woreda","District",NA,NA
125,74,"ETH","Ethiopia",3,"Amhara",19,"Oromia Zone",125,"Dawa Chefa","Woreda","District",NA,"Chefegolana Dawerahmedo"
126,74,"ETH","Ethiopia",3,"Amhara",19,"Oromia Zone",126,"Jile Timuga","Woreda","District",NA,NA
127,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",127,"Debre Tabor","Woreda","District",NA,"Debre Tabor Town"
128,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",128,"Dera","Woreda","District",NA,NA
129,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",129,"Ebenat","Woreda","District",NA,"Ebinat"
130,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",130,"Esite","Woreda","District",NA,"Estie"
131,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",131,"Farta","Woreda","District",NA,NA
132,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",132,"Fogera","Woreda","District",NA,NA
133,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",133,"Kemekem","Woreda","District",NA,"Kemkem"
134,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",134,"Lay Gayint","Woreda","District",NA,NA
135,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",135,"Simada","Woreda","District",NA,NA
136,74,"ETH","Ethiopia",3,"Amhara",20,"South Gonder",136,"Tach Gayint","Woreda","District",NA,NA
137,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",137,"Amba Sel","Woreda","District",NA,"Ambasel"
138,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",138,"Debre Sina","Woreda","District",NA,NA
139,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",139,"Dessie Zuria","Woreda","District",NA,"Desie Zuriya"
140,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",140,"Dessie","Woreda","District",NA,"Dessie Town"
141,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",141,"Jama","Woreda","District",NA,NA
142,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",142,"Kalu","Woreda","District",NA,NA
143,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",143,"Kelela","Woreda","District",NA,"Kelala"
144,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",144,"Kombolcha","Woreda","District",NA,"Kombolcha Town"
145,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",145,"Kutaber","Woreda","District",NA,"Kuta Ber"
146,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",146,"Legambo","Woreda","District",NA,NA
147,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",147,"Mekdela","Woreda","District",NA,NA
148,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",148,"Sayint","Woreda","District",NA,NA
149,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",149,"Tehuledere","Woreda","District",NA,"Tehuladare"
150,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",150,"Tenta","Woreda","District",NA,NA
151,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",151,"Wegde","Woreda","District",NA,NA
152,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",152,"Were Ilu","Woreda","District",NA,"Wara Ilu"
153,74,"ETH","Ethiopia",3,"Amhara",21,"South Wollo",153,"Werebabu","Woreda","District",NA,"Wara Babo|Were Babo"
154,74,"ETH","Ethiopia",3,"Amhara",22,"Wag Hemira",154,"Dehana","Woreda","District",NA,"Dihana"
155,74,"ETH","Ethiopia",3,"Amhara",22,"Wag Hemira",155,"Sekota","Woreda","District",NA,NA
156,74,"ETH","Ethiopia",3,"Amhara",22,"Wag Hemira",156,"Zikuala","Woreda","District",NA,NA
157,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",157,"Achefer","Woreda","District",NA,NA
158,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",158,"Adet","Woreda","District",NA,"Yilmana Densa"
159,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",159,"Bahir Dar Zuria","Woreda","District",NA,NA
160,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",160,"Bure Wemberma","Woreda","District",NA,NA
161,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",161,"Dega Damot","Woreda","District",NA,NA
162,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",162,"Dembecha","Woreda","District",NA,"Denbecha"
163,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",163,"Jabi Tehnan","Woreda","District",NA,"Jab Tahinan|Jabitehinan"
164,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",164,"Merawi","Woreda","District",NA,NA
165,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",165,"Quarit","Woreda","District",NA,NA
166,74,"ETH","Ethiopia",3,"Amhara",23,"West Gojam",166,"Sekela","Woreda","District",NA,NA
167,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",167,"Asosa","Woreda","District",NA,NA
168,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",168,"Bambasi","Woreda","District",NA,NA
169,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",169,"Komesha","Woreda","District",NA,NA
170,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",170,"Kurmuk","Woreda","District",NA,NA
171,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",171,"Menge","Woreda","District",NA,NA
172,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",172,"Oda Godere","Woreda","District",NA,"Oda Godare"
173,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",173,"Sherkole","Woreda","District",NA,NA
174,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",24,"Asosa",174,"Tongo Sp. Wereda","Woreda","District",NA,"Mao Kom"
175,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",25,"Kemashi",175,"Agelo Meti","Woreda","District",NA,"Agalo Meti"
176,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",25,"Kemashi",176,"Belo Jegonfoy","Woreda","District",NA,"Belo Jengefo"
177,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",25,"Kemashi",177,"Kamashi","Woreda","District",NA,"Kemashi"
178,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",25,"Kemashi",178,"Sirba Abay","Woreda","District",NA,NA
179,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",25,"Kemashi",179,"Yaso","Woreda","District",NA,NA
180,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",180,"Bulen","Woreda","District",NA,NA
181,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",181,"Dangur","Woreda","District",NA,NA
182,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",182,"Dibate","Woreda","District",NA,"Dibati"
183,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",183,"Guba","Woreda","District",NA,NA
184,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",184,"Mandura","Woreda","District",NA,"Madura"
185,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",185,"Pawe","Woreda","District",NA,NA
186,74,"ETH","Ethiopia",4,"Benshangul-Gumaz",26,"Metekel",186,"Wembera","Woreda","District",NA,NA
187,74,"ETH","Ethiopia",5,"Dire Dawa",27,"Dire Dawa",187,"Dire Dawa","Woreda","District",NA,NA
188,74,"ETH","Ethiopia",6,"Gambela Peoples",28,"Zone 1",188,"Akobo","Woreda","District",NA,NA
189,74,"ETH","Ethiopia",6,"Gambela Peoples",28,"Zone 1",189,"Gambela","Woreda","District",NA,"Gambella"
190,74,"ETH","Ethiopia",6,"Gambela Peoples",28,"Zone 1",190,"Itang","Woreda","District",NA,NA
191,74,"ETH","Ethiopia",6,"Gambela Peoples",28,"Zone 1",191,"Jikawo","Woreda","District",NA,NA
192,74,"ETH","Ethiopia",6,"Gambela Peoples",29,"Zone 2",192,"Abobo","Woreda","District",NA,NA
193,74,"ETH","Ethiopia",6,"Gambela Peoples",29,"Zone 2",193,"Dima","Woreda","District",NA,NA
194,74,"ETH","Ethiopia",6,"Gambela Peoples",29,"Zone 2",194,"Godere","Woreda","District",NA,"Godare"
195,74,"ETH","Ethiopia",6,"Gambela Peoples",29,"Zone 2",195,"Gog","Woreda","District",NA,NA
196,74,"ETH","Ethiopia",6,"Gambela Peoples",29,"Zone 2",196,"Jor","Woreda","District",NA,NA
197,74,"ETH","Ethiopia",7,"Harari People",30,"Hundene",197,"Harar/Hundene","Woreda","District",NA,"Hundene"
198,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",198,"Amigna","Woreda","District",NA,NA
199,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",199,"Aseko","Woreda","District",NA,NA
200,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",200,"Bekoji","Woreda","District",NA,"Bokoji (Limu na Bilbilo)"
201,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",201,"Chole","Woreda","District",NA,NA
202,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",202,"Degeluna Tijo","Woreda","District",NA,"Digelu na Tijo"
203,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",203,"Dodotana Sire","Woreda","District",NA,"Dodota Sire"
204,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",204,"Gedeb","Woreda","District",NA,NA
205,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",205,"Gololcha","Woreda","District",NA,NA
206,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",206,"Hitosa","Woreda","District",NA,NA
207,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",207,"Jeju","Woreda","District",NA,NA
208,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",208,"Kofele","Woreda","District",NA,NA
209,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",209,"Merti","Woreda","District",NA,NA
210,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",210,"Munessa","Woreda","District",NA,"Munesa"
211,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",211,"Robe","Woreda","District",NA,NA
212,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",212,"Seru","Woreda","District",NA,NA
213,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",213,"Shirka","Woreda","District",NA,NA
214,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",214,"Sude","Woreda","District",NA,NA
215,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",215,"Tena","Woreda","District",NA,NA
216,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",216,"Tiyo","Woreda","District",NA,NA
217,74,"ETH","Ethiopia",8,"Oromia",31,"Arsi",217,"Ziway Gugda","Woreda","District",NA,"Ziway Dugda|Ziway & Dugda"
218,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",218,"Adaba","Woreda","District",NA,NA
219,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",219,"Agarfa","Woreda","District",NA,NA
220,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",220,"Berbere","Woreda","District",NA,NA
221,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",221,"Dodola","Woreda","District",NA,NA
222,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",222,"Gasera","Woreda","District",NA,NA
223,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",223,"Ginir","Woreda","District",NA,NA
224,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",224,"Goba","Woreda","District",NA,NA
225,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",225,"Gololcha","Woreda","District",NA,NA
226,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",226,"Goro","Woreda","District",NA,NA
227,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",227,"Guradamole","Woreda","District",NA,"Gura Damole"
228,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",228,"Kokosa","Woreda","District",NA,NA
229,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",229,"Legehida","Woreda","District",NA,"Lega Hida"
230,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",230,"Meda Welabu","Woreda","District",NA,"Meda Wolabu"
231,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",231,"Mennana Arena Buluk","Woreda","District",NA,"Mena Angetu"
232,74,"ETH","Ethiopia",8,"Oromia",32,"Bale",232,"Nenesebo","Woreda","District",NA,"Nensebo"
